title,name,url,lat,long,artist,description,artist_state,address,img_link 
Untitled (mosaic)," ""Electra""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=405&Neighbourhood=&Ownership=&Program=, -123.125969,49.280885,['Bertram Charles Binning'],A decorative mosaic of blue tiles in diamond shapes covers a large portion of the building.,"Binning is quoted in Public & Office Building Art in Greater Vancouver in the Greater Vancouver Book as saying, ""A main theme was beaten out, a sort of basic tune or rhythm which we enriched with overtones of form, pattern and color.""", Burrard and Nelson,
The Miracle Mile," ""Pacific National Exhibition Grounds""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=182&Neighbourhood=&Ownership=&Program=, -123.043716,49.281365,['Jack Harman'],,, 3100 E. Hastings Street,https://app.vancouver.ca/publicart_net/Img/jpg/182.jpg
Untitled (natural forms)," ""Scarf (Education) Bldg.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=133&Neighbourhood=&Ownership=&Program=, -123.253421,49.264387,['Paul Deggan'],Three discrete abstract forms are mounted on the north wall of the Scarfe Building. They are detail reliefs that refer to forms in nature.,,,
Persian Wall," ""The Residences on Georgia""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=216&Neighbourhood=&Ownership=&Program=, -123.125581,49.287548,['Dale Chihuly'],"Large blown glass florets (called Persians by the artist)  in colours of red, yellow, orange and blue are suspended in a rectangular glass case set in flowing water.","""I've never done a piece that is this public before.""-Westender, April 2, 1998.", 1200 West Georgia Street at Bute Street,https://app.vancouver.ca/publicart_net/Img/jpg/216.jpg
Untitled (mural)," ""White House Apartments""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=23&Neighbourhood=&Ownership=&Program=, -123.143036,49.291012,['Greta Dale'],,, 2033 Comox Street,https://app.vancouver.ca/publicart_net/Img/jpg/023.jpg
Sacredness of Four," ""Trout Lake Ice Rink""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=518&Neighbourhood=&Ownership=&Program=, -123.065904,49.255147,['Ray Natraoro'],"Water-jet cut granite mounted on stainless steel, this work features designs based on the sacredness of things in four: four directions (north, east, west, south); peoples of the world then coming together from these four directions; four seasons; four stages of life (infant, youth, adult and elder).",,"Trout Lake Community Centre, 3350 Victoria Drive",https://app.vancouver.ca/publicart_net/Img/jpg/518.jpg
Spring," ""Robson Square""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=78&Neighbourhood=&Ownership=&Program=, -123.121989,49.282095,['Alan Chung Hung'],A large red steel coil which appears to be a spring holding the upper level of Robson Square.,There was a juried competition funded by BC Building Corporation during the development of Robson Square.The piece was manufactured to the artist's specifications by Ebco Industries., Robson & Hornby Street,https://app.vancouver.ca/publicart_net/Img/jpg/078.jpg
Five Pencils," ""Grandview Park (Grandview Woodland)""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=272&Neighbourhood=&Ownership=&Program=, -123.070124,49.273507,['Josef Holy'],five large wooden pencils,, Commercial Dr. & William Street (Grandview Woodland),https://app.vancouver.ca/publicart_net/Img/jpg/272.jpg
Curtained Skies," ""Bayview""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=390&Neighbourhood=&Ownership=&Program=, -123.129083,49.290167,['Clay Ellis'],"The artwork consists of three large, wedge-shaped sculptures that act as abstract paintings of layered coloured polyurethene. From the street, the three paintings appear in yellow and black vertical stripes swelling out from the surface. From inside the lobby, the pallette shifts to blue and white.",,1529 West Pender Street,https://app.vancouver.ca/publicart_net/Img/jpg/390.jpg
Shakespeare Monument and Garden," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=88&Neighbourhood=&Ownership=&Program=, -123.136238,49.299971,['John Francis Watson'],,, Stanley Park,
RestART Mural," ""East 1st Avenue and Nanaimo Street""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=649&Neighbourhood=&Ownership=&Program=, -123.057158,49.269617,['Vince Dumoulin'],"The Grandview-Woodland Community Policing Centre worked with support of the Celebrate Vancouver 125 Mural Program to deliver a RestART mural at East 1st Avenue and Nanaimo Street with the goal of offering creative alternatives for youth formerly involved in the graffiti subculture, as well as for property owners plagued by graffiti. Working with the youth engaged in this project, the artist mentor created a design to incorporate symbols not only of personal significance in the lives of individual youth participants and their decision to leave behind a lifestyle of illegal graffiti, but to also offer a more wide-ranging meaning to the greater community. Imagery includes the crow, an upturned hand, and a lotus flower.",,1687 Nanaimo,https://app.vancouver.ca/publicart_net/Img/jpg/649.jpg
A False Creek," ""Cambie Bridge""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=580&Neighbourhood=&Ownership=&Program=, -123.114779,49.272544,"['Rhonda Weppler', '', '', '', 'Trevor Mahovsky']","Painted chromatic blue stripes, applied to ten Cambie bridge pilings and fifteen lampposts along seawall. The stripe pattern starts at ground level, and runs up each piling and lamppost to a point that is five meters above sea level.","The Intergovernmental Panel on Climate Change projects sea levels rising between four and six metres as a result of the partial melting of the earth's major ice sheets. False Creek, which once extended as far as Clark Drive before massive infill projects altered its shape, is a site that provides an opportunity to reflect on the past, present and future of Vancouver's highly managed shoreline. ""A False Creek"" marks the midpoint of these IPCC sea rise estimates (five metres), with painted chromatic blue stripes on the pilings of the Cambie Bridge, and on the lampposts near Cooper's Park. This abstract pattern of stripes inevitably produces a decorative effect, one with an ambiguous relation to the pattern's function as a marker and visualization tool. The work points to the potential and problems of such tools. The scale of the engineering of False Creek and the Cambie bridge, along with the scale of potential future environmental change, are made visually and physically palpable, yet the experience takes on an aesthetic related to philosophical concepts of the sublime.",,https://app.vancouver.ca/publicart_net/Img/jpg/580.jpg
Ksan Mural," ""Royal Bank""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=9&Neighbourhood=&Ownership=&Program=, -123.121201,49.284867,"['Earl Muldoe', '', '', '', 'Arthur (Art) Sterritt', '', '', '', 'Walter Harris', '', '', '', 'Alfred Joseph', '', '', '', 'Ken Mowatt']","This beautiful 9-panel frieze was carved in red cedar and painted by five artists over a period of three months. It depicts  the Gitksan mythical character Weget (Man-Raven), who created our world through his mischievous activities. The Gitksan people live near the Bulkley and Skeena Rivers in north central BC. According to a brochure published by the Royal Bank, the 3 central panels represent various myths: In one, Raven disguises himself in the skin of a deer in order to steal fire from the humans (shown as small faces in the lower corners). In the second story, Raven goes through a hole in the sky to steal the sun. The image depicts the sun (central to the panel) clutched in his claws over the box he put it in. As the story goes, he dropped the box in his haste and that's how light came to the world. Other creatures (salmon and seal) are depicted around his wings. In the third panel, Raven attempts to capture a fish to eat. As the fish struggles to get away, his head becomes misshapen and that's how the bullhead fish came to be. The side panels represent specific totem creatures: the frog, the wolf, the killer whale, the owl, the human and the bear.",,1025 West Georgia at Burrard,https://app.vancouver.ca/publicart_net/Img/jpg/009.jpg
Empress of Japan," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=98&Neighbourhood=&Ownership=&Program=, -123.117887,49.299969,['Unknown'],"A heritage monument, this is a fibreglas reproduction of the original figurehead which was installed in 1923 and is now in the Maritime Museum.  It commemorates the Empress of Japan which sailed into Vancouver during 1891-1922.",The Empress of Japan sailed between Vancouver and the Orient between 1891 and 1922.  The original figurehead was saved by the Vancouver Daily Province and presented to the Park Board in 1928.  In 1960 the badly deteriorated original was replaced with a fibreglass original .  The original is kept at the Vancouver Maritime Museum., Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/098.jpg
Time Top," ""False Creek foreshore""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=412&Neighbourhood=&Ownership=&Program=, -123.115856,49.2726,['Jerry Pethick'],"Time Top is a piece about time travelling. The artist has created what looks like a 1940s-style space ship. The piece was submerged for two years so that the surface would become encrusted with sea life. The sculpture was given a low-level electrical charge to attract crustaceans to its surface. Its position on the shoreline encourages the idea that it has washed up from the depths. For more information, cut and paste the following website address : http://vancouver.ca/commsvcs/oca/publicart/webprojects/pdf/timetoppressrelease.pdf","""The inspiration for Time Top came from a comic strip by William Ritt and Clarence Gray called The Time Top that the artist read as a child. In it’s last episode, the Time Top was slowing down over the ocean . . . And the artist has picked up the story line from there and is presenting this sculpture as “a relic of reality, building on the idea of an alternative reality which we each share with a broad diversity. “ A comic book describing the artist’s creative and fabrication processes will be published to coincide with the opening event scheduled for early October 2006.
After being fabricated out of silicon bronze by the Harman Foundry in Sechelt, BC, Time Top was submerged into the ocean water at Gibsons, BC for two years. While submerged, it was connected to an electrical power supply which delivered a low voltage charge to the bronze causing it to attract a deposition of seawater minerals on to it’s surface forming a crust. This process is known as “Electro-deposition of minerals in seawater” or accretion. When the accretion process was complete,
the sculpture was fitted with a polycarbonate dome and now stands 13 feet tall and 10 feet wide. A series of granite cap stones, inscribed with images from the original comic strip, have been installed along the sea wall in front of the sculpture. The sculpture fabrication was completed after the artist’s death in 2003 by a team led by Margaret Pethick, Jerry’s wife, according to his fully documented drawings, specifications and nstructions."" - press release, Maureen Smith, Concord Pacific, August 2006",,https://app.vancouver.ca/publicart_net/Img/jpg/412.jpg
Reflections of Vancouver," ""Trade and Convention Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=295&Neighbourhood=&Ownership=&Program=, -123.113456,49.288032,['Unknown'],Quilt made from World War II silk parachutes,, 999 Canada Place Way,
Oppenheimer Memorial Totem Pole," ""Oppenheimer Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=422&Neighbourhood=&Ownership=&Program=, -123.094119,49.28238,,"The totem was carved using traditional techniques taught by a master carver. The pole was created in memory of ""lives that otherwise may have gone unrecorded."" - The Art of Neighbourhoods,  Park Board Brochure",,"Powell and Cordova, Dunlevy and Jackson",https://app.vancouver.ca/publicart_net/Img/jpg/422.jpg
Every Letter In The Alphabet," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=512&Neighbourhood=&Ownership=&Program=, -123.066169,49.284773,['Geoffrey Farmer'],"Every Letter In The Alphabet (ELITA) is a yearlong project that will commission, collect and produce text works for distribution and placement in and around Vancouver and its environs.

Through this process, Farmer aims to create dialogue about the texts and the city itself. The primary format of the works will be simple black and white text posters, although banners, newspaper ads and other print vehicles are also possible. Located in East Vancouver, the project space is open to the public and features both a reading room and an exhibition space. The project begins on November 15, 2009 and will continue through the fall of 2010. A book of the collected documents will be published in December 2010.
The first exhibition, openned November 20, 2009, THREE LITTLE WORDS. People were invited to send their favourite three words to everyletterinthealphabet@gmail.com and each submission was turned into a small handcrafted sign and displayed in the studio as part of the exhibit. Signs were sold for three dollars, with all proceeds going towards future ELITA projects.",,,https://app.vancouver.ca/publicart_net/Img/jpg/512.jpg
"Vancouver Overture, Opus One"," ""Bayshore""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=280&Neighbourhood=&Ownership=&Program=, -123.130378,49.290946,['Don Vaughan'],Black concrete pavers are laid out in a grid.  Large granite blocks are placed throughout.  Lights and random fountain jets offset the granite blocks.,"""From the street edge, the random qualities of changing motion are most apparent with the ever changing pattern of the jets...From the apartments above, the layout of the grid strongly suggests the layout of a city....A sense of motion is given to the work with the serpentine pattern of the granite blocks. """,Georgia Street & Cardero,
Jubilee Fountain," ""Lost Lagoon""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=158&Neighbourhood=&Ownership=&Program=, -123.138349,49.295666,['Lennox Mackenzie'],This fountain has a Heritage Monument designation. It was installed to celebrate Vancouver's 50th birthday - the Golden Jubilee - in 1936.,, Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/158.jpg
David Oppenheimer," ""Stanley Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=103&Neighbourhood=&Ownership=&Program=, -123.146003,49.290439,['Charles Marega'],"A Heritage Monument, this bronze bust commemmorates Vancouver's second mayor (1888-92).","In the fall of 1909 a committee was formed to build a memorial to David Oppenheimer, former Mayor of Vancouver. Oppenheimer was an entrepreneur from Germany and served four 1-year terms as Mayor. He donated land for city parks and for the Rogers sugar refinery. The memorial committee planned to hire Augustus St. Gaudens to build a memorial gate to connect Stanley Park to the City in honour of Oppenheimer but they found out St. Gaudens was dead.  Charles Marega was new to Vancouver and had his first exhibition here with the Studio Club in October of 1909, showing small wax figures. Art critic Felix Penne (Francis Bursill) wrote in Vancouver World, ""These have the right feeling and directness of life and there is every indication the sculptor is capable of broader and more ambitious work - which I shall be glad to see.  Soon Vancouver will not have to propose dead sculptors to design memorials - there are and will be living and capable sculptors nearer home than on the other bank of the Styx.."" The original budget for the project was $50,000, but by the time Marega was commissioned in 1910, the project had become a bust for $4500, of which Marega was paid $3600 and the balance paid for an elaborate unveiling ceremony.  (BC Historical News 8:22-26, June 1975)", Beach Avenue entrance to Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/103.jpg
The Pacific Rim," ""Student Union Bldg.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=129&Neighbourhood=&Ownership=&Program=, -123.250027,49.267347,['Lionel Thomas'],,,,
Harry Jerome," ""Brockton Oval""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=162&Neighbourhood=&Ownership=&Program=, -123.119053,49.298222,['Jack Harman'],,"This bronze figure commemorates athlete Harry Jerome's career as a runner. Jerome was born in Prince Albert, Saskatchewan, in 1940.  By age 18 he became the first man to hold the record in both the 100 yard and the 100 metre runs. In the late 1950s and early 1960s he and his sister and their friend Paul 'Winn were the only black athletes in track in the Canadian National Championships. He ran in three Olympic competitions. In the 1960 Rome Olympics he collapsed on the track with a severely torn hamstring and was labeled a ""quitter"" by the press. He set another world record in 1962 but later had another fall when his left quadricep muscle group was completely severed.  After surgery and recovery he went on to win the Bronze medal in the 100 metre race at the Tokyo Olympics. Before his retirement in 1968 at 18, he established six world records. He was named BC's Athlete of the Century.  Afterwards he created manuals and sports programs for young people. He received the Order of Canada in 1972 and died suddenly at age 42 in 1982.", Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/162.jpg
Writing to You," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=597&Neighbourhood=&Ownership=&Program=, -123.110691911503,49.2794045,"['Yvonne Lammerich', '', '', '', 'Ian Carr-Harris']","This artwork is inspired by over 800 letters that were exchanged between Major Lloyd Augustus of the British Columbia Regiment (Duke of Connaught's Own) and his wife Mary Augustus, while Lloyd was stationed overseas.",,620 Beatty Street,
Surface," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=510&Neighbourhood=&Ownership=&Program=, -123.133831,49.271127,['Fiona Bowie'],"Surface is a live documentary of the underwater life of False Creek, transmitted from a camera mounted under an aquabus (a small commuter ferry). The submerged camera feeds streaming video 24 hours/day directly to www.surfacer.ca and to a TV monitor mounted inside the boat, which people can watch while riding the ferry. The live footage can also be seen on screens at various locations on Granville Island. 

The live stream functions as an abstract mix of colours and impressions, until crustaceans or fish swim by. After dusk, Surface takes on a more intimate world, when tiny crustaceans, larval animals and eels can be seen. During the term of its installation, Vancouver artist Fiona Bowie hopes to track the health of False Creek’s marine life as evidence of our collective footprint.","Surface will evolve over time, reflecting the health of marine life as evidence of our collective activity: the future of the work and what is manifest is wholly dependent on us.",,https://app.vancouver.ca/publicart_net/Img/jpg/510.jpg
"Semi-Public: Vancouver Especially (A Vancouver Special scaled to its property value in 1973, thenâ€¦"," ""Outdoor Site: 221 A Gallery - Union St. & Gore St.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=657&Neighbourhood=&Ownership=&Program=, -123.097406102211,49.27787444,['Ken Lum'],,,271 Union Street,https://app.vancouver.ca/publicart_net/Img/jpg/657.jpg
Scopes of Site," ""Cascina/Denia residential towers""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=399&Neighbourhood=&Ownership=&Program=, -123.12717399301,49.29058951,['Jill Anholt'],Six stainless steel and concrete shafts rise from the ground on a south facing grassy knoll that forms a public garden for a residential tower.piece is inspired by the capture of image and the play of time in film media.,"The scopes refer to exploration devices that were used for the unsuccessful discovery of coal on the site in the mid 19th Century.  The pieces act as periscopes and telescopes through which the viewer can see a layered collage of actual, reflected and created views of the past and the present of the site.", 500 Nicola Street,https://app.vancouver.ca/publicart_net/Img/jpg/399.jpg
Trafalgar Tile Wall," ""Trafalgar Elementary School""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=266&Neighbourhood=&Ownership=&Program=, -123.164822,49.249535,['Alison Diesvelt'],"The wall consists of 588 tiles, 6""x6"" each, created by each of  students at Trafalgar Elementary School.  The imagery represents cultural backgrounds and values, as well as historical highlights of the school's history.",The goals of the project were to involve parents and students in working together to create a visual representation of the cultural diversity of the community and the role of the school over 50 years., 4170 Trafalgar,https://app.vancouver.ca/publicart_net/Img/jpg/266.jpg
Clouds," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=113&Neighbourhood=&Ownership=&Program=, -123.123447,49.280618,['Alan Chung Hung'],"This sky-scraper's head is always in the clouds, in this instance, cut-out shapes by artist Chung Hung.",Architect Bing Thom commissioned this work for the building. The work was funded by the Pacific Continental Investment Company., 983 Howe Street,https://app.vancouver.ca/publicart_net/Img/jpg/113.jpg
Untitled," ""MacDonald (Dentistry) Bldg.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=131&Neighbourhood=&Ownership=&Program=, -123.247513,49.263887,['Robert Weghsteen'],A ceramic tile mosaic of abstract natural forms covers the wall near the south entrance of the building.,,,https://app.vancouver.ca/publicart_net/Img/jpg/131.jpg
Untitled (Fisherman's Union Building)," ""Fisherman's Credit Union""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=183&Neighbourhood=&Ownership=&Program=, -123.08681,49.281382,['Leonard Epp'],,, 803 E. Hastings Street,https://app.vancouver.ca/publicart_net/Img/jpg/183.jpg
V6A ART," ""Lookout Drop-in Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=254&Neighbourhood=&Ownership=&Program=, -123.092458,49.282956,"['Debra Gibson', '', '', '', 'Teresa Gaiters']","V6A ART is a mural painted on a brick wall. Each brick was painted by a different participant in the project and reflects positive images of the Downtown Eastside, an economically depressed area of the Cty.","The Downtown Eastsite of Vancouver, the area denoted as V6A by the Canadian Postal Code system, is the lowest income per capita postal code in the country. The residents of the Downtown Eastside were given the opportunity to express their concerns, hopes, dreams and observations of their community and lives through the process of art-making. A series of workshops resulted in the production of individual works and a mural located at the Living Room Drop-In Centre.

Throughout the summer of 1995, community members were given the opportunity to undertake art projects at their own pace and following their own vision. The Living Room mural, which is composed of over 300 individual pieces of art, provides a permanent public record of this process. An exhibition of works by downtown eastside residents was held at the exhibitions space The Atrium at 885 West Georgia.", 528 Powell Street,https://app.vancouver.ca/publicart_net/Img/jpg/254.jpg
St. Mark & the Lion," ""St. Mark's Theological College (Duke Hall)""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=116&Neighbourhood=&Ownership=&Program=, -123.250742,49.270727,['Lionel Thomas'],The lion is the symbol of St Mark. The relief was intended to create shadows on the building in the afternoon sun.,"The work was commissioned by Gardiner, Thornton, Gathe and Associates, architects.", UBC Iona Dr.,https://app.vancouver.ca/publicart_net/Img/jpg/116.jpg
Dr. Norman Mackenzie," ""Lasserre Bldg.""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=123&Neighbourhood=&Ownership=&Program=, -123.25621,49.267727,['Jack Harman'],This classic bronze bust depicts the president emeritus at UBC. There is a duplicate of this piece at Dalhousie University where MacKenzie also taught for many years.,, UBC Memorial Road,https://app.vancouver.ca/publicart_net/Img/jpg/123.jpg
Lost Streams," ""Kitsilano""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=413&Neighbourhood=&Ownership=&Program=, -123.162018,49.262375,['Marian Penner Bancroft'],"The artist mapped the streams that used to flow through the neighbourhood and created markers in the ground along the routes of  these lost streams. The Kitsilano Community Centre has the information on the project.  Copper map installations can be seen at Kitsilano Beach just south of the playground; Volunteer Park at Point Grey Road; at the foot of Bayswater, and at Jericho Beach approx. 100 m. west of the concession.","This project was the result of a long process of researching and photographing the local landscape and consultation with members of the community, Park Board and the School Board. The work consists of 16 in-ground and 4 above ground markers installed along the routes of four historical streams that once existed in Kitsilano. Each of the in-ground markers has the words LOST STREAM engraved around the outer edge. Each marker also contains engraved words on two themes; first, along the edges, two-word phrases for the agents of the demise of the stream e.g. ""Logging railway"" and second, in the centre, four kinds of plant and animal life that have disappeared e.g. ""sockeye, thimbleberry, lynx and fir"". Artist Marian Penner Bancroft writes, ""...my desire became to find a way of recalling what was now invisible, of marking the routes of the streams and in doing so to call up an earlier image of this place, to bring some history into the present... I also installed at (Kitsilano) Community Centre a set of black and white photographs, two for each (stream) path. These are close up images of where the streams once were, paired with images of trees that are fed by the underground flows, those vestiges of another landscape."" -from the Vancouver Park Board web site", various,https://app.vancouver.ca/publicart_net/Img/jpg/413.jpg
Joe Fortes Drinking Fountain," ""Alexandra Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=163&Neighbourhood=&Ownership=&Program=, -123.142386,49.285563,['Charles Marega'],"A heritage monument, this  granite water fountain has a carved text and  inset bronze relief plaque that commemorates the first  lifeguard at this beach.","Joe Fortes was born in Barbados and jumped ship to stay  in Vancouver in 1885. He made it his mission to teach people to swim and taught hundreds of children and adults.According to the Vancouver Sun (April 7, 2001, H4) Fortes owned only one book: The Imitation of Christ by Thomas a Kempis. His funeral in 1922 was the biggest in Vancouver history.", 1600 block of Beach Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/163.jpg
Terra Nova," ""Roundhouse Community Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=215&Neighbourhood=&Ownership=&Program=, -123.121871,49.272992,['Richard Prince'],"Terra Nova has two main parts: a) the Theatre of Discovery, a bronze curtain and hoop attached to the exterior wall of the Roundhouse   b) the Cone of Analysis resting on the plaza walkway below the wall - a large bronze cone which appears to be cut into parts, the nose of the cone is on a cart.","""The Latin words 'terra nova' mean new land…the geometric forms of the Cone of Analysis represent the broader world of mathematical truths.  Its pure form links cultures and transcends time…Theatre of Discovery dramatically connects the old Roundhouse to the present by alluding to the building's new use as a community arts centre.  Like an imaginary window, this portion of the work creates a mysterious narrative of activities that could occur in the arts centre or in our daily lives."" (Excerpts from press release)", 181 Roundhouse Mews,https://app.vancouver.ca/publicart_net/Img/jpg/215.jpg
Garde-Temps," ""Under Cambie Bridge""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=584&Neighbourhood=&Ownership=&Program=, -123.114951,49.266989,['Tania Ruiz Gutierrez'],"This sculpture is currently under repair. Garde-Temps is a light-based sculptural work commissioned through the 2010 Olympic and Paralympic Public Art Program. It traces the geometric abstract forms of weaving to the fabrication of modern film and photographic images. The heat of bodies in motion along the pathway is captured by a special camera. This image is then digitally woven across 8,000 colour LED lights, which cover the surface of the 4 meter vase-like sculpture. A marvel of electronic engineering the sculpture has over 120,000 separate hand-soldered circuits.","The literal English translation for Garde-temps is timekeeper, but it is more commonly used in French to denote a timepiece. In the case of this artwork, it infers the notion of time capacitor or time condenser, if such a thing was possible.  

This artwork is a vessel for the distorted appearance of the place and the passersby, and emits moving pictures oscillating between the abstract and the figurative. Its surface alternately shows images captured by the nearby close circuit thermal camera and a series of pre-programmed patterns obtained by transforming these images.

I have been exploring different subjects for years, amongst them the spatial dimension of motion pictures, cities as living organisms, early cinema apparatuses, and weaving techniques. This light-based work represents in a certain way the encounter of these disparate yet alongside paths. It is my intention that this object retains the dynamics of the place much like a weaving work conserves the memory of its fabrication. Garde-temps, more than a sculpture, is a fountain – a fluid source of variations on a theme",6th Avenue & Cambie,
Untitled (Dr. Stanley Ho Building)," ""Dr. Stanley Ho Building""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=299&Neighbourhood=&Ownership=&Program=, -123.136859,49.294127,['Dana Irving'],"The architect designed the block for two owners, but to date, only one has chosen to build. Until the missing part of the equation is filled, a romanticized version of the lost view to the lagoon fills the wall.",, 606 Chilco Street,
The Birds," ""Southeast False Creek Plaza (Olympic Village)""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=514&Neighbourhood=&Ownership=&Program=, -123.106698,49.271428,['Myfanwy MacLeod'],"Vancouver artist Myfanwy MacLeod has always been interested in the ability of public art to convey political and historical meaning. The Birds, her new work for Southeast False Creek Olympic Plaza, sits on the last large tract of available waterfront near downtown Vancouver and has been shaped by this new community’s focus on sustainability. The work attempts to highlight both the lighter and graver sides of what can happen when a non-native species is introduced to an environment, how the beauty of birds can sometimes mask their threat to
biodiversity.","My work for the Olympic Village tries to infuse the ordinary and
commonplace sparrow with a touch of the ridiculous and the sublime. The Birds is a pair of sparrows (male and a female) that, through their large scale– they stand 18 feet tall (5.5 metres) – inverts the normal relationship existing between these typically small birds and the human population.
Locating this artwork in an urban plaza not only highlights what has become the ‘natural’ environment of the sparrow, it also reinforces the ‘small' problem of introducing a foreign species and the subsequent havoc wreaked upon our ecosystems…. The Birds reminds us of our past, but it aspires to challenge the future.
It is my hope that the work stimulates understanding
that will lead to a greater sense of shared responsibility and caring.",1 Athletes Way,https://app.vancouver.ca/publicart_net/Img/jpg/514.jpg
VGH Energy Centre," ""VGH Energy Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=484&Neighbourhood=&Ownership=&Program=, -123.122523,49.260111,['Alan Storey'],"An interactive and integrally functional work that humanizes and animates the 45 or so intake, vent, steam and exhaust stacks rising out of the giant boiler plant below ground level. A somewhat parabolic stainless steel spiral pipe descends from the 3/4 point of one of the main stacks, down and across the site, ending over a vortex/whirlpool in the pool. The last 20 metres of the spiral rains cooling water into the pool, recycling it from, and back, into the plant itself. A number of the concrete pavers in the plaza are in fact pressure sensitive, that also cause the playful release of some of the excess steam from various vents of the system.",,12th Avenue at Willow Street,https://app.vancouver.ca/publicart_net/Img/jpg/484.jpg
River of Life," ""Grandview School""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=401&Neighbourhood=&Ownership=&Program=, -123.07414,49.266145,['Richard Tetrault'],An ephemeral painted stream runs down the building and onto the ground.,The mural was a collaboration with the students of Grandview School., 2055 Woodland Drive,
Bruce Eriksen Place," ""Bruce Eriksen Place""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=85&Neighbourhood=&Ownership=&Program=, -123.099377,49.281678,['Blake Williams'],"Above the first floor of the building are 6 photo-silkscreen ceramic murals depicting Bruce Eriksen and his activities. There are 15 balcony text panels, each having one word: ""share"", ""change"", ""vote"", ""vision"", etc.","""- to honour the work of Bruce Eriksen in the Downtown Eastside
- to portray the struggle for the rights of the community
- to show the defiant nature of Bruce, and in turn allow his image to act as a metaphor for all who worked with him and those who continue the fight for the residents of this neighbourhood,
- for this façade to act as an ongoing thorn in the side of those whose priorities negatively affect this community""", 380 Main Street,https://app.vancouver.ca/publicart_net/Img/jpg/085.jpg
